,L,a,b
0,82.8808303949,2.58361836189,6.16302028543
1,80.1919329653,4.15931227499,6.60606185405
2,78.1917609533,6.05937496478,14.737346075
3,81.9515646146,0.13530729019,2.65605130627
4,82.2742264737,3.72030745443,3.11706713609
5,78.9094738633,0.59655404962,4.44501272859
6,79.9761295656,5.0843701937,7.29153666536
7,85.8872374613,4.75015409158,4.71139145432
8,77.9643813715,1.60225357846,4.41300973806
9,82.9789841604,3.40774970288,5.31058738836
10,80.0759670366,5.99516853901,8.74726980419
11,79.1077347421,7.17729077505,15.5588425422
12,80.5489322637,3.45050612123,9.13785035404
13,87.7300813338,3.87473845607,0.00836286399859
14,85.5550201438,3.55331199177,5.10355288811
15,84.9074038871,5.51391942062,9.31387512443
16,80.9607749305,0.841672495071,4.74408270008
17,82.0048531384,-0.147336065805,2.5246418427
18,81.5139791128,1.11154642045,5.79401406541
19,84.004724229,6.03894457201,2.45588566136
20,79.0963177094,2.40220646124,6.55602267949
21,79.183472586,1.04094091123,3.1874602719
22,84.2032986989,0.940051441941,2.80305782481
23,82.2711805623,2.25918173999,10.3322728668
24,85.4135168412,1.47429364726,3.21826103473
25,81.0756069005,4.68798826725,7.02245742201
26,77.1815640257,6.99844208045,14.1080710007
27,89.2665183868,2.5772128508,0.722304507262
28,79.6126948224,-0.857491196515,3.56688146396
29,80.993540185,3.72564916487,2.24244908107
30,78.5538092732,1.25993336249,5.23815726209
31,82.6340086005,3.73485223899,3.85855037336
32,81.9668145437,2.90391514171,5.22985937523
33,77.0795080843,9.09441887268,7.06699905939
34,79.7077909058,4.98361164781,4.7181328523
35,80.7696249428,1.6165589579,5.85326191807
36,90.5959805533,3.0520111702,0.546019494462
37,81.7630347255,5.60595815562,12.1343037166
38,85.1710941619,1.00362502501,2.28795126806
39,73.959226469,8.32275993139,7.43002558974
40,79.833084039,1.23247535456,6.37114197693
41,89.1438948707,2.30893867975,1.64120689976
42,79.1349065576,2.38992012913,4.54547547937
43,77.7371551605,4.63522275298,6.12950066558
44,78.9040922947,-0.539179616103,2.32463558962
45,86.1761218733,1.33763861877,3.12264237013
46,79.7460749254,1.22102931186,5.54970655666
47,81.3618696995,4.92729785662,2.68179709651
48,78.8946002446,4.58057065536,9.830388001
49,80.218009589,6.15461879768,12.3568375203
50,85.6093970451,2.75941318291,3.44556553318
51,86.743668453,4.65828524274,6.52684993169
52,82.7911301737,4.47765257733,9.39818788432
53,81.2545746252,0.679281009257,3.37386770071
54,85.9444496803,3.83750741826,6.09714676019
55,80.4939399566,3.98749565707,6.2939429947
56,85.0971939029,2.41743723884,2.7299764667
57,83.0976193222,4.6670642725,2.63805998317
58,76.7154002724,6.06269457168,5.68183750335
59,79.4308140957,2.69648571372,6.2590745607
60,79.074730837,7.61447222515,5.80005752517
61,79.3572829384,7.3871051832,5.66224618486
62,77.9530990765,0.658376550065,3.42854402919
63,79.2401000563,1.06699944124,4.87975541284
64,78.7813804489,2.83499521353,8.26067206251
65,86.9594913314,2.12585608007,2.12569228232
66,79.7945284526,3.30869503793,9.95569096973
67,79.6729914012,1.1069633734,5.56276368166
68,77.2476189514,7.94835817691,5.52966858047
69,82.3537849742,1.62834335519,2.18855134881
70,80.9179073401,2.45238033303,2.87791462453
71,79.2121029025,6.62562113292,9.29769160598
72,83.0517786203,1.52634375914,2.77253573411
73,85.9928562686,2.91794819775,1.91792992883
74,76.3066745766,6.17718926758,10.5332800534
75,78.7874110612,3.63018628498,7.12804877172
76,81.8349588093,5.50268440334,6.68331774302
77,86.3729748135,-0.184764576106,2.22718467484
78,84.4191719671,1.2390373677,1.48027983251
79,79.9951295249,2.30095149576,5.06075552102
80,80.8146785676,4.2164240906,6.97989409088
81,77.4855529403,5.51297731292,5.94654333657
82,81.7707980501,2.56127763188,2.82954279984
83,83.8996098705,1.73868472476,2.90424835287
84,87.5449972379,3.62058314008,-0.11941790728
85,78.4067588292,3.77812317671,3.47906947149
86,80.3069256643,-0.00411415834922,4.54253805714
87,80.2156245262,-0.225531190281,3.22880459458
88,77.6103602637,9.67154242018,9.20912096264
89,81.4564904235,2.83288496358,6.41149045364
90,85.0141037345,1.07550346532,3.66557513126
91,74.3201949279,7.68968863547,4.01983466556
92,76.5955363133,7.92971251128,5.78231732839
93,79.2139126756,2.20748860336,4.52927658488
94,80.1703707242,1.31414984679,4.57976995031
95,84.2216671243,3.03585807551,1.47863287137
96,80.8462192604,2.87011537868,8.53855833337
97,81.1565964637,2.69729808981,6.51595157544
98,84.4586850309,3.60047998176,8.90253649341
99,80.371622854,2.48789382911,9.62983973588
100,78.8638604428,5.45699259114,8.23756831665
101,83.2471085344,3.63073247715,8.9798000077
102,77.9127638726,4.21596855945,9.64686490386
103,86.6504883997,1.80751879717,0.963682808841
104,74.7558918646,6.86032499821,5.96609023034
105,82.5513522768,4.33178539692,4.48545987376
106,76.9561849931,3.68232446912,6.14309676803
107,74.2276213628,7.46222897543,5.31380689523
108,78.8295215652,0.396526503414,2.66418696588
109,82.1689025106,4.56441803463,2.81102867894
110,82.0588386119,2.14687652789,2.53318715778
111,81.3511875429,1.23365384345,3.2902707825
112,90.6535254838,1.64271389805,1.95845491537
113,83.1510121452,0.757928683431,3.4760057762
114,81.9501860141,1.46179828186,3.74554401355
115,85.6270399018,2.83490682363,5.89020661739
116,80.5522458994,4.91741371405,11.7120008807
117,79.9885708051,1.61795994774,3.07013583643
118,86.075277206,3.01242854109,5.45455401161
119,84.2950356755,1.42843051923,0.723765411855
120,84.344869474,3.14960239294,1.77783719164
121,81.6961372909,3.4595889967,9.62164349345
122,80.3972964013,7.55597443952,15.8326876241
123,81.8403490001,1.74119653487,4.1382908195
124,78.6949875955,1.0953197891,6.22448774064
125,82.8525301658,0.293406657766,3.70454123147
126,83.8334802955,2.74985366532,2.86034551078
127,79.2970260369,2.81090079482,5.71975935915
128,80.3351457994,-0.169563316874,2.55665494386
129,81.1504001927,3.98162233353,2.69848146769
130,78.2541984011,8.29781778883,21.4360113629
131,80.7013738984,2.63008748384,4.42010715132
132,82.4203433927,1.50341899549,1.16837072569
133,85.6235970612,1.89297610186,4.90538650971
134,79.6187076779,-0.390162200578,2.1840313458
135,80.2318135155,1.71948003397,1.79982550203
136,78.7941659783,1.00195632898,6.38806211592
137,84.9847040045,3.19674074814,7.85511810054
138,78.8957891633,8.50075391175,17.8415927354
139,87.147374597,2.54101632312,4.22945099916
140,79.9877855937,2.19186738706,7.9630878873
141,83.5089894645,4.58465965352,13.3901841475
142,79.7426522962,1.32261884381,5.85475030326
143,75.5875738606,10.9022501825,4.72683512729
144,81.2947078161,2.51053380061,6.04873232427
145,83.8050724545,4.68103791163,6.57822648457
146,76.8453217143,3.57039779575,4.49706560224
147,79.2791317138,1.17897590881,5.1230265833
148,82.7960592844,0.279947221796,3.51489346317
149,86.1084242696,0.596853536733,3.51839026544
150,79.2836719064,8.67040488846,7.71395203415
151,80.8665548764,2.57083279813,7.26624829003
152,78.1819076909,7.64516466912,10.1634444063
153,80.491648595,5.75211712066,8.02728503612
154,79.9256224217,0.301494175612,5.11348769437
155,79.4594512996,3.35694558869,4.12058826687
156,80.4811765385,7.85525946578,13.4992068937
157,77.2388599998,4.06385170415,5.89098637233
158,77.1652520601,6.23002361058,5.44094124679
159,77.2539022458,3.47687554243,5.07717538827
160,82.3046695515,2.13567315022,2.62107916735
161,77.8852294479,6.02372553546,2.95463346895
162,80.4394794248,0.864490063237,1.89976246216
163,79.0682068668,5.09042119662,10.5856492171
164,79.4137860885,5.8272143057,11.5938206488
165,77.3629545645,3.07750573378,3.91304475259
166,75.1292840495,9.87192974563,14.7620255494
167,79.7369937057,0.825968564767,1.94794741778
168,82.0829589301,0.481911890407,2.92169186735
169,79.092992816,1.13828844633,6.41672102282
170,85.4513117544,1.4077475392,5.15979247334
171,76.1220195364,7.23208071058,8.37888009662
172,77.8691921944,2.93743756117,5.07924499984
173,84.2002355674,3.8568974343,7.31128336449
174,87.0168609686,4.09270050138,2.58112676618
175,80.5486118363,5.07808079133,13.0262033181
176,77.9477956506,3.33684548118,7.55408390894
177,82.8498666469,0.0868689462843,2.05514543702
178,82.5805439465,4.10540122984,1.0606878494
179,77.9515472886,1.17192085411,3.76806720611
180,88.5471025465,2.73611825444,1.8514746175
181,82.4631977156,4.46937819687,3.45721021731
182,80.26748054,3.77819060907,5.79613431888
183,91.1587522486,1.48571530692,2.28328382241
184,79.7676004822,7.15813242339,10.2164832808
185,79.9559165319,0.935059654047,4.55167499156
186,80.4906432406,2.42316342474,6.07558836045
187,94.0653239552,2.16442750863,-0.952789097497
188,85.8151413136,1.18569518854,2.70955701741
189,82.5806122967,0.0741198971692,2.63644942527
190,83.2971998165,1.89521475724,4.95524954276
191,83.6759876253,-0.975011824848,1.82714444174
192,82.7688263102,5.06955841299,7.87605763584
193,78.9458237194,4.76728636428,6.4068538492
194,73.2046759828,8.64603038733,6.03444480675
195,78.8572930744,1.98888971708,3.50742689128
196,78.5613835026,0.193054281797,3.34041953564
197,86.986373799,3.14670106657,4.82855027171
198,83.3588069351,6.63091196361,16.7449797436
199,80.0929070116,1.59895405296,5.37464278495
200,84.6823048531,0.538166415975,3.07676109343
201,82.5092038322,5.01728610461,11.3852753779
202,84.3268708659,2.95217985089,3.7540704069
203,86.7811885316,2.10450944728,1.05867313769
204,83.8663072774,2.15209898404,2.90113393861
205,77.7051120889,4.03225036168,9.0158930991
206,85.1320711984,4.29288272922,1.67774665607
207,87.6641126834,1.785845565,1.75744406222
208,79.8339910288,-1.08091445584,3.12025456173
209,83.4201293536,4.70189928939,8.20395303265
210,76.6612223423,5.13497502414,2.07569490678
211,78.2146825573,3.5695165067,4.53696672058
212,81.6548978844,-0.372964859404,2.24493115942
213,81.3985279483,2.86854561059,7.42772832972
214,85.1981523608,0.968831830694,1.97626721162
215,84.1315934042,-0.211543782381,2.44889909468
216,91.323705569,1.83301870268,1.23868709399
217,80.2808179141,3.03062721997,6.59577484742
218,88.8381132239,5.60552751952,4.91733884448
219,82.7759749838,2.76820639507,2.37921208261
220,77.8801307802,8.00924114218,10.7250839737
221,82.3842127299,1.71789175617,3.85078660509
222,85.6560504875,-0.0949131124099,1.62841575612
223,80.8789510996,-1.18214415673,2.15395259555
224,77.2952751822,7.0880209129,6.13438030964
225,79.1442121202,3.13786800614,9.33612183506
226,83.2861198608,3.60027879063,8.5756025722
227,77.0578849907,6.08663360494,3.64292122836
228,79.8846290422,6.94713128107,5.41938913721
229,86.5558670998,2.8117130119,3.88094965146
230,81.0526214175,0.865570120977,2.85303240813
231,75.5587247835,4.66131342201,3.59638013512
232,83.3937673527,-0.0263323933337,3.07180458062
233,75.3067198375,5.56020014863,5.30383677329
234,75.0904343961,8.66750764559,5.06897548952
235,80.6258809109,0.967994449684,6.7744700102
236,78.9745557795,2.55356338945,7.62809127808
237,86.0528627404,4.4358592121,6.64211529693
238,79.3058683562,8.79969450661,6.44011430032
239,83.0406696636,4.92899039584,4.22559035897
240,80.8931579569,4.79742463858,5.84598704213
241,80.7180115743,-0.494484619025,3.14525213478
242,80.0440157558,0.999249767209,3.76749444239
243,78.3853999453,5.05731839134,11.3204802375
244,75.6006446177,6.72660248342,5.61801160423
245,84.3889591732,5.45673032936,2.94804152913
246,80.1263618456,5.92552875424,9.9615675537
247,81.7192438314,1.15641700931,2.56482790386
248,84.1059818096,4.8339440354,4.29206958699
249,80.7855419233,0.360186204869,3.85662692395
250,84.5306165785,4.55795063548,6.57168376812
251,82.7315945498,1.77259438349,1.14491420739
252,78.7597444893,0.535465474025,6.01483676158
253,77.5453126998,2.54525047567,4.03807025297
254,86.7717827794,3.42790995542,3.69417593859
255,80.9639140192,-0.098666252292,2.38170379964
256,83.2425727845,1.48839533355,2.20548407656
257,82.6463369849,1.81909338055,4.74099843721
258,78.9254291292,6.1470634297,7.09435787173
259,82.9573471846,1.58176590219,5.73041409401
260,80.2280950789,-0.778126227572,3.58990277265
261,73.7092484203,12.0683586373,10.8687079017
262,79.9081599057,0.547817723105,3.28982293641
263,80.092419922,2.04859694591,3.81505342083
264,82.2488748368,2.3715186568,10.0488048006
265,78.9227759243,3.08810828191,5.51460295962
266,80.9735541127,1.04004719595,4.63670643267
267,89.2856326034,4.30783110364,1.74225446616
268,79.7747363319,3.36405390224,6.45293776804
269,83.5853348963,3.90488142192,6.54126099047
270,81.8416296014,2.59827966098,5.75444073893
271,80.2536801606,4.53347593824,12.5642713779
272,76.3660247741,5.53710441776,8.80243282411
273,80.386123165,6.88604890769,14.7687419905
274,78.1668124618,5.41446520773,8.53390117513
275,81.5844976594,-0.757665039458,2.82345814687
276,76.6178658457,5.40831642763,6.28044361492
277,79.2402687186,4.45399998028,8.84481911611
278,82.0911459268,0.948419806195,5.25539556964
279,79.4901489466,1.07567204691,2.42348618663
280,83.5239700503,4.85336721702,1.50635318943
281,91.1903686709,2.51545239346,1.05370845376
282,81.1244632776,4.68329763922,8.43103749339
283,82.3267603615,1.7528409479,7.50607164369
284,80.5140746249,2.03603253204,4.00228679304
285,86.2140161364,2.02275881894,3.72458299396
286,79.9815790355,2.76086396901,3.55098989286
287,75.2397595541,6.89491324715,6.33270269907
288,82.8395915751,3.86417452447,7.05789583801
289,76.2584689473,6.85325410748,4.93344731645
290,80.158094453,0.453052909782,4.01572956587
291,85.3721885404,3.90011030757,10.2213116039
292,81.1385215861,3.48668195126,4.88055749501
293,79.7624133652,0.809633432247,5.39326371523
294,79.5644058668,3.4740420589,5.23189953462
295,81.062859613,0.788626283753,1.51910016216
296,78.1836816342,2.69007553742,5.21995346192
297,84.8751079973,0.159150563094,3.0431156663
298,85.1338452105,4.27634838373,2.61738494731
299,79.5239405382,4.91858561788,1.64064413369
300,76.3117631418,7.16955645275,3.90016042718
301,86.1226348048,2.08972742598,2.14258868137
302,76.1241869053,9.00198735461,7.17743671547
303,78.3465129947,7.5968738252,17.8750449779
304,85.0250722507,1.04746644211,4.41261656297
305,81.6047644192,0.860268653647,3.10802093368
306,79.9733871941,2.42400059605,3.72330099884
307,82.809261196,3.2220247153,3.46280008215
308,78.9568785089,2.57711933031,5.40231907757
309,78.7623753562,4.63943981353,5.10235770255
310,86.6478218539,3.48282574525,2.86507263927
311,80.6047923842,6.108425985,10.8132681149
312,83.5119879757,0.760510294604,3.25481975955
313,79.9302228341,2.91884182177,7.019504471
314,84.4068319446,7.38473925475,9.55524203812
315,82.8162187037,2.09221321856,1.74915849122
316,78.2450629188,5.27937671233,13.6262499657
317,82.1725149437,5.060575121,11.0716704623
318,77.6375067409,4.53482058816,8.63130918023
319,79.6899894159,1.87461269465,2.76806247733
320,79.247973711,3.48646007309,10.4197657968
321,84.2140200442,3.07927030384,0.472618391391
322,82.3933786081,1.32787922589,2.69299354746
323,86.9641776812,-0.373122930099,1.42533620891
324,76.149986491,5.11177734702,4.58406500304
325,78.1127684033,7.21720530423,5.55073999857
326,82.3338631362,4.64453324764,3.21629161702
327,76.2652183256,6.24647980198,9.41744992645
328,79.9175212091,4.79894618774,5.86232794865
329,78.4728288263,2.86772794635,4.94400759884
330,84.4815397276,2.8592045269,3.1536580001
331,79.2036213065,6.56738585687,15.1002213462
332,78.9465210567,1.74625318382,5.69189524304
333,82.4004947669,3.15403634588,7.04720324726
334,79.1119530515,1.30330330791,5.01092284859
335,80.7668112923,5.80098100266,10.3345868529
336,83.1813940333,4.11280365953,6.5606152588
337,80.9851699201,0.458079108796,4.87833701687
338,78.9636196545,4.55995551827,9.54968302053
339,81.065505859,6.77206687311,11.8296835828
340,79.3116864743,1.89407870169,4.61227454015
341,78.5840213354,0.883804180229,3.5914909251
342,75.2371834736,8.81996480503,9.81907866861
343,81.1364920878,2.70179468794,5.56427866863
344,83.1938769979,3.57566244036,6.29238069929
345,82.5452341756,-0.185467123059,3.00237986769
346,78.5311765137,1.75244019964,4.60435116768
347,84.5087862545,1.26089434822,1.5348277792
348,79.7037459286,4.5079708409,8.11514954553
349,81.5416471798,1.87724054463,4.52617649832
350,80.0748754469,4.75590715351,9.99976184738
351,79.9865591802,4.18571503354,11.0044337211
352,79.4963859725,-0.204302465742,2.60968956057
353,82.6949411604,3.91575270081,7.96357431662
354,82.0568567159,3.64742681633,7.64218192189
355,81.2236626159,0.532870037159,2.34731973835
356,81.2311701486,4.50743927763,3.25751487228
357,81.6635485027,3.26842019043,6.58114571844
358,84.0993932838,3.54966638824,3.10701207326
359,78.8826181849,2.96528547526,3.21651187975
360,80.0856269584,5.53867005313,6.94313795008
361,79.5482809255,1.59814794507,6.10292178243
362,83.6145619836,4.42785899916,6.97376068323
363,77.5218529878,6.22397316746,6.26275917732
364,82.5242623987,2.38383403017,4.37851746404
365,78.8214458252,8.39159853966,17.9277137617
366,84.31960801,1.89401078434,4.29122753873
367,81.2054275512,0.875535033484,4.30639374281
368,80.4840409256,2.68302145734,7.23956718265
369,80.873192342,0.892321808108,4.74689227614
370,82.9594367952,3.98620143684,12.2241862143
371,83.4059007879,2.78110284578,6.14540009861
372,81.8550097427,-1.38495264341,1.92975283143
373,81.0002203686,2.89835736219,5.11242245681
374,78.0005213894,3.59815467924,9.38638262117
375,85.4057776531,1.09845393908,1.75483967044
376,84.0620287034,4.31569800872,1.20628653877
377,81.7405782132,6.15539449428,9.97326407358
378,80.5243986155,0.987071514523,2.72539875784
379,78.4368401217,4.48810828558,3.28642578955
380,83.1864877577,4.07473291289,8.76053964759
381,76.537427616,4.87315247583,8.12257692695
382,84.0547046274,4.11993624925,3.58408034715
383,81.5252257182,7.02941739884,15.7332822542
384,79.8964860657,3.86848118014,7.25296715079
385,81.0978304466,5.94352079316,10.0379204461
386,78.1775957673,7.41545487459,6.20411397094
387,87.1369079727,2.28959752241,1.0236776959
388,80.7595164397,1.05900975078,5.80964624898
389,79.0051720306,7.739770324,7.46911456585
390,81.3005827356,3.34214246092,5.39904066183
391,80.7382387241,4.19708557192,6.75848316726
392,83.1790666493,2.42383096591,7.60692102255
393,86.1854230634,2.63516296583,2.94309317899
394,80.2252214126,2.17482021063,6.21123299116
395,79.7426781823,0.176854927442,1.96321943026
396,78.1512775797,2.57863112528,6.93416621123
397,80.4798448932,0.131712804354,2.6074925587
398,79.8237403102,3.12770187035,9.8439207889
399,78.0894538021,3.43201664165,3.44949168391
